"DateTime","Prices","Volume","OffPeak","OffPeak1","SunPeak","OffPeak2","BasePrice","BaseVolume","PeakPrice","PeakVolume"
2017-01-03 06:00:00,20.04,1480.1,35,38.96,48.15,27.1,41.96,53048.3,48.92,25261.4
2017-01-03 06:15:00,39.63,700,35,38.96,48.15,27.1,41.96,53048.3,48.92,25261.4
2017-01-03 06:30:00,51.66,658.7,35,38.96,48.15,27.1,41.96,53048.3,48.92,25261.4
2017-01-03 06:45:00,54.92,1329.7,35,38.96,48.15,27.1,41.96,53048.3,48.92,25261.4
2017-01-03 07:00:00,46.59,993.6,35,38.96,48.15,27.1,41.96,53048.3,48.92,25261.4
2017-01-03 07:15:00,52.61,306.3,35,38.96,48.15,27.1,41.96,53048.3,48.92,25261.4
2017-01-03 07:30:00,58.45,636.1,35,38.96,48.15,27.1,41.96,53048.3,48.92,25261.4
2017-01-03 07:45:00,57.3,1247.2,35,38.96,48.15,27.1,41.96,53048.3,48.92,25261.4
2017-01-03 08:00:00,57.3,566.6,35,38.96,48.15,27.1,41.96,53048.3,48.92,25261.4
2017-01-03 08:15:00,57.51,352.1,35,38.96,48.15,27.1,41.96,53048.3,48.92,25261.4
2017-01-03 08:30:00,55.5,583.8,35,38.96,48.15,27.1,41.96,53048.3,48.92,25261.4
2017-01-03 08:45:00,62.95,506.8,35,38.96,48.15,27.1,41.96,53048.3,48.92,25261.4
2017-01-03 09:00:00,61.99,762.8,35,38.96,48.15,27.1,41.96,53048.3,48.92,25261.4
2017-01-03 09:15:00,62.56,500.8,35,38.96,48.15,27.1,41.96,53048.3,48.92,25261.4
2017-01-03 09:30:00,61,574.8,35,38.96,48.15,27.1,41.96,53048.3,48.92,25261.4
2017-01-03 09:45:00,52.74,516.9,35,38.96,48.15,27.1,41.96,53048.3,48.92,25261.4
2017-01-03 10:00:00,57.17,751.8,35,38.96,48.15,27.1,41.96,53048.3,48.92,25261.4
2017-01-03 10:15:00,55.22,372.1,35,38.96,48.15,27.1,41.96,53048.3,48.92,25261.4
2017-01-03 10:30:00,52.68,224.4,35,38.96,48.15,27.1,41.96,53048.3,48.92,25261.4
2017-01-03 10:45:00,51.45,605.1,35,38.96,48.15,27.1,41.96,53048.3,48.92,25261.4
2017-01-03 11:00:00,52.47,726.4,35,38.96,48.15,27.1,41.96,53048.3,48.92,25261.4
2017-01-03 11:15:00,51.35,393.5,35,38.96,48.15,27.1,41.96,53048.3,48.92,25261.4
2017-01-03 11:30:00,51.36,304.5,35,38.96,48.15,27.1,41.96,53048.3,48.92,25261.4
2017-01-03 11:45:00,48.04,361.9,35,38.96,48.15,27.1,41.96,53048.3,48.92,25261.4
2017-01-03 12:00:00,54.67,681.5,35,38.96,48.15,27.1,41.96,53048.3,48.92,25261.4
2017-01-03 12:15:00,51.32,346.6,35,38.96,48.15,27.1,41.96,53048.3,48.92,25261.4
2017-01-03 12:30:00,47.68,266.7,35,38.96,48.15,27.1,41.96,53048.3,48.92,25261.4
2017-01-03 12:45:00,43.58,359.2,35,38.96,48.15,27.1,41.96,53048.3,48.92,25261.4
2017-01-03 13:00:00,51.38,786.2,35,38.96,48.15,27.1,41.96,53048.3,48.92,25261.4
2017-01-03 13:15:00,48.03,460.1,35,38.96,48.15,27.1,41.96,53048.3,48.92,25261.4
2017-01-03 13:30:00,46.53,339.9,35,38.96,48.15,27.1,41.96,53048.3,48.92,25261.4
2017-01-03 13:45:00,34.79,665,35,38.96,48.15,27.1,41.96,53048.3,48.92,25261.4
2017-01-03 14:00:00,47.54,618.2,35,38.96,48.15,27.1,41.96,53048.3,48.92,25261.4
2017-01-03 14:15:00,43.93,277.3,35,38.96,48.15,27.1,41.96,53048.3,48.92,25261.4
2017-01-03 14:30:00,42.93,317.2,35,38.96,48.15,27.1,41.96,53048.3,48.92,25261.4
