"DateTime","Prices","Volume","MiddleNight","EarlyMorning","LateMorning","EarlyAfternoon","RushHour","OffPeak2","Night","OffPeak1","Business","OffPeak","Morning","HighNoon","Afternoon","Evening","SunPeak","BasePrice","BaseVolume","PeakPrice","PeakVolume"
2017-01-01 00:00:00,20.96,27248.6,19.01,14.19,22.84,30.34,"50.16",39.75,17.7,16.6,26.59,24.31,16.32,27.26,40.18,43.99,29,29.38,653676.1,34.44,336562.1
2017-01-01 01:00:00,20.9,28088.8,19.01,14.19,22.84,30.34,"50.16",39.75,17.7,16.6,26.59,24.31,16.32,27.26,40.18,43.99,29,29.38,653676.1,34.44,336562.1
2017-01-01 02:00:00,18.13,27323.8,19.01,14.19,22.84,30.34,"50.16",39.75,17.7,16.6,26.59,24.31,16.32,27.26,40.18,43.99,29,29.38,653676.1,34.44,336562.1
2017-01-01 03:00:00,16.03,26863,19.01,14.19,22.84,30.34,"50.16",39.75,17.7,16.6,26.59,24.31,16.32,27.26,40.18,43.99,29,29.38,653676.1,34.44,336562.1
2017-01-01 04:00:00,16.43,27021.2,19.01,14.19,22.84,30.34,"50.16",39.75,17.7,16.6,26.59,24.31,16.32,27.26,40.18,43.99,29,29.38,653676.1,34.44,336562.1
2017-01-01 05:00:00,13.75,27276.3,19.01,14.19,22.84,30.34,"50.16",39.75,17.7,16.6,26.59,24.31,16.32,27.26,40.18,43.99,29,29.38,653676.1,34.44,336562.1
2017-01-01 06:00:00,11.1,28457.6,19.01,14.19,22.84,30.34,"50.16",39.75,17.7,16.6,26.59,24.31,16.32,27.26,40.18,43.99,29,29.38,653676.1,34.44,336562.1
2017-01-01 07:00:00,15.47,28448.1,19.01,14.19,22.84,30.34,"50.16",39.75,17.7,16.6,26.59,24.31,16.32,27.26,40.18,43.99,29,29.38,653676.1,34.44,336562.1
2017-01-01 08:00:00,16.88,29238,19.01,14.19,22.84,30.34,"50.16",39.75,17.7,16.6,26.59,24.31,16.32,27.26,40.18,43.99,29,29.38,653676.1,34.44,336562.1
2017-01-01 09:00:00,21.81,29658.1,19.01,14.19,22.84,30.34,"50.16",39.75,17.7,16.6,26.59,24.31,16.32,27.26,40.18,43.99,29,29.38,653676.1,34.44,336562.1
2017-01-01 10:00:00,26.24,30907,19.01,14.19,22.84,30.34,"50.16",39.75,17.7,16.6,26.59,24.31,16.32,27.26,40.18,43.99,29,29.38,653676.1,34.44,336562.1
2017-01-01 11:00:00,26.42,31392.2,19.01,14.19,22.84,30.34,"50.16",39.75,17.7,16.6,26.59,24.31,16.32,27.26,40.18,43.99,29,29.38,653676.1,34.44,336562.1
2017-01-01 12:00:00,27.66,31368.7,19.01,14.19,22.84,30.34,"50.16",39.75,17.7,16.6,26.59,24.31,16.32,27.26,40.18,43.99,29,29.38,653676.1,34.44,336562.1
2017-01-01 13:00:00,28.7,30737.6,19.01,14.19,22.84,30.34,"50.16",39.75,17.7,16.6,26.59,24.31,16.32,27.26,40.18,43.99,29,29.38,653676.1,34.44,336562.1
2017-01-01 14:00:00,29.66,28309,19.01,14.19,22.84,30.34,"50.16",39.75,17.7,16.6,26.59,24.31,16.32,27.26,40.18,43.99,29,29.38,653676.1,34.44,336562.1
2017-01-01 15:00:00,35.33,25364.5,19.01,14.19,22.84,30.34,"50.16",39.75,17.7,16.6,26.59,24.31,16.32,27.26,40.18,43.99,29,29.38,653676.1,34.44,336562.1
2017-01-01 16:00:00,44.12,24496.9,19.01,14.19,22.84,30.34,"50.16",39.75,17.7,16.6,26.59,24.31,16.32,27.26,40.18,43.99,29,29.38,653676.1,34.44,336562.1
2017-01-01 17:00:00,51.59,24806.7,19.01,14.19,22.84,30.34,"50.16",39.75,17.7,16.6,26.59,24.31,16.32,27.26,40.18,43.99,29,29.38,653676.1,34.44,336562.1
2017-01-01 18:00:00,53.95,25197.7,19.01,14.19,22.84,30.34,"50.16",39.75,17.7,16.6,26.59,24.31,16.32,27.26,40.18,43.99,29,29.38,653676.1,34.44,336562.1
2017-01-01 19:00:00,50.97,25085.7,19.01,14.19,22.84,30.34,"50.16",39.75,17.7,16.6,26.59,24.31,16.32,27.26,40.18,43.99,29,29.38,653676.1,34.44,336562.1
2017-01-01 20:00:00,44.93,24436,19.01,14.19,22.84,30.34,"50.16",39.75,17.7,16.6,26.59,24.31,16.32,27.26,40.18,43.99,29,29.38,653676.1,34.44,336562.1
2017-01-01 21:00:00,38.83,24278.2,19.01,14.19,22.84,30.34,"50.16",39.75,17.7,16.6,26.59,24.31,16.32,27.26,40.18,43.99,29,29.38,653676.1,34.44,336562.1
2017-01-01 22:00:00,42.17,24047.1,19.01,14.19,22.84,30.34,"50.16",39.75,17.7,16.6,26.59,24.31,16.32,27.26,40.18,43.99,29,29.38,653676.1,34.44,336562.1
2017-01-01 23:00:00,33.06,23625.3,19.01,14.19,22.84,30.34,"50.16",39.75,17.7,16.6,26.59,24.31,16.32,27.26,40.18,43.99,29,29.38,653676.1,34.44,336562.1
2017-01-02 00:00:00,30.54,22495.4,28.86,36.97,54.07,55.43,"58.61",43.53,29.06,32.92,54.75,36.45,49.2,54.55,59.35,47.19,55.03,46.25,612414.5,56.04,319917.2
2017-01-02 01:00:00,28.91,23056.8,28.86,36.97,54.07,55.43,"58.61",43.53,29.06,32.92,54.75,36.45,49.2,54.55,59.35,47.19,55.03,46.25,612414.5,56.04,319917.2
2017-01-02 02:00:00,28.11,24205.2,28.86,36.97,54.07,55.43,"58.61",43.53,29.06,32.92,54.75,36.45,49.2,54.55,59.35,47.19,55.03,46.25,612414.5,56.04,319917.2
2017-01-02 03:00:00,27.89,24145,28.86,36.97,54.07,55.43,"58.61",43.53,29.06,32.92,54.75,36.45,49.2,54.55,59.35,47.19,55.03,46.25,612414.5,56.04,319917.2
2017-01-02 04:00:00,27.73,24239.6,28.86,36.97,54.07,55.43,"58.61",43.53,29.06,32.92,54.75,36.45,49.2,54.55,59.35,47.19,55.03,46.25,612414.5,56.04,319917.2
2017-01-02 05:00:00,31.18,23606.5,28.86,36.97,54.07,55.43,"58.61",43.53,29.06,32.92,54.75,36.45,49.2,54.55,59.35,47.19,55.03,46.25,612414.5,56.04,319917.2
2017-01-02 06:00:00,37.99,22912.2,28.86,36.97,54.07,55.43,"58.61",43.53,29.06,32.92,54.75,36.45,49.2,54.55,59.35,47.19,55.03,46.25,612414.5,56.04,319917.2
2017-01-02 07:00:00,50.98,25273.2,28.86,36.97,54.07,55.43,"58.61",43.53,29.06,32.92,54.75,36.45,49.2,54.55,59.35,47.19,55.03,46.25,612414.5,56.04,319917.2
2017-01-02 08:00:00,53.88,24556.1,28.86,36.97,54.07,55.43,"58.61",43.53,29.06,32.92,54.75,36.45,49.2,54.55,59.35,47.19,55.03,46.25,612414.5,56.04,319917.2
2017-01-02 09:00:00,53.94,25902.4,28.86,36.97,54.07,55.43,"58.61",43.53,29.06,32.92,54.75,36.45,49.2,54.55,59.35,47.19,55.03,46.25,612414.5,56.04,319917.2
2017-01-02 10:00:00,53.54,27624.2,28.86,36.97,54.07,55.43,"58.61",43.53,29.06,32.92,54.75,36.45,49.2,54.55,59.35,47.19,55.03,46.25,612414.5,56.04,319917.2
2017-01-02 11:00:00,54.91,28270,28.86,36.97,54.07,55.43,"58.61",43.53,29.06,32.92,54.75,36.45,49.2,54.55,59.35,47.19,55.03,46.25,612414.5,56.04,319917.2
2017-01-02 12:00:00,54.08,28520.4,28.86,36.97,54.07,55.43,"58.61",43.53,29.06,32.92,54.75,36.45,49.2,54.55,59.35,47.19,55.03,46.25,612414.5,56.04,319917.2
2017-01-02 13:00:00,55.67,27473.7,28.86,36.97,54.07,55.43,"58.61",43.53,29.06,32.92,54.75,36.45,49.2,54.55,59.35,47.19,55.03,46.25,612414.5,56.04,319917.2
2017-01-02 14:00:00,55.98,26683.6,28.86,36.97,54.07,55.43,"58.61",43.53,29.06,32.92,54.75,36.45,49.2,54.55,59.35,47.19,55.03,46.25,612414.5,56.04,319917.2
2017-01-02 15:00:00,56,25955.8,28.86,36.97,54.07,55.43,"58.61",43.53,29.06,32.92,54.75,36.45,49.2,54.55,59.35,47.19,55.03,46.25,612414.5,56.04,319917.2
2017-01-02 16:00:00,57.77,26556.7,28.86,36.97,54.07,55.43,"58.61",43.53,29.06,32.92,54.75,36.45,49.2,54.55,59.35,47.19,55.03,46.25,612414.5,56.04,319917.2
2017-01-02 17:00:00,67.66,26029.1,28.86,36.97,54.07,55.43,"58.61",43.53,29.06,32.92,54.75,36.45,49.2,54.55,59.35,47.19,55.03,46.25,612414.5,56.04,319917.2
2017-01-02 18:00:00,55.1,26789.8,28.86,36.97,54.07,55.43,"58.61",43.53,29.06,32.92,54.75,36.45,49.2,54.55,59.35,47.19,55.03,46.25,612414.5,56.04,319917.2
2017-01-02 19:00:00,53.92,25555.4,28.86,36.97,54.07,55.43,"58.61",43.53,29.06,32.92,54.75,36.45,49.2,54.55,59.35,47.19,55.03,46.25,612414.5,56.04,319917.2
2017-01-02 20:00:00,49.07,26326.4,28.86,36.97,54.07,55.43,"58.61",43.53,29.06,32.92,54.75,36.45,49.2,54.55,59.35,47.19,55.03,46.25,612414.5,56.04,319917.2
2017-01-02 21:00:00,40.25,25691.5,28.86,36.97,54.07,55.43,"58.61",43.53,29.06,32.92,54.75,36.45,49.2,54.55,59.35,47.19,55.03,46.25,612414.5,56.04,319917.2
2017-01-02 22:00:00,45.92,26024.1,28.86,36.97,54.07,55.43,"58.61",43.53,29.06,32.92,54.75,36.45,49.2,54.55,59.35,47.19,55.03,46.25,612414.5,56.04,319917.2
2017-01-02 23:00:00,38.88,24521.4,28.86,36.97,54.07,55.43,"58.61",43.53,29.06,32.92,54.75,36.45,49.2,54.55,59.35,47.19,55.03,46.25,612414.5,56.04,319917.2
2017-01-03 00:00:00,36.02,25059.8,34.63,42.54,54.33,40.48,"38.48",21.34,34.32,38.59,47.41,32.84,54.46,47.51,38.83,26.35,44.02,38.63,693466.5,44.43,359638
2017-01-03 01:00:00,34.98,25514.3,34.63,42.54,54.33,40.48,"38.48",21.34,34.32,38.59,47.41,32.84,54.46,47.51,38.83,26.35,44.02,38.63,693466.5,44.43,359638
2017-01-03 02:00:00,33.64,25126.8,34.63,42.54,54.33,40.48,"38.48",21.34,34.32,38.59,47.41,32.84,54.46,47.51,38.83,26.35,44.02,38.63,693466.5,44.43,359638
2017-01-03 03:00:00,33.89,25856.3,34.63,42.54,54.33,40.48,"38.48",21.34,34.32,38.59,47.41,32.84,54.46,47.51,38.83,26.35,44.02,38.63,693466.5,44.43,359638
2017-01-03 04:00:00,33.5,25532.7,34.63,42.54,54.33,40.48,"38.48",21.34,34.32,38.59,47.41,32.84,54.46,47.51,38.83,26.35,44.02,38.63,693466.5,44.43,359638
2017-01-03 05:00:00,33.91,24839.1,34.63,42.54,54.33,40.48,"38.48",21.34,34.32,38.59,47.41,32.84,54.46,47.51,38.83,26.35,44.02,38.63,693466.5,44.43,359638
2017-01-03 06:00:00,48.13,26241.4,34.63,42.54,54.33,40.48,"38.48",21.34,34.32,38.59,47.41,32.84,54.46,47.51,38.83,26.35,44.02,38.63,693466.5,44.43,359638
2017-01-03 07:00:00,54.61,27906.4,34.63,42.54,54.33,40.48,"38.48",21.34,34.32,38.59,47.41,32.84,54.46,47.51,38.83,26.35,44.02,38.63,693466.5,44.43,359638
2017-01-03 08:00:00,57.93,28062.2,34.63,42.54,54.33,40.48,"38.48",21.34,34.32,38.59,47.41,32.84,54.46,47.51,38.83,26.35,44.02,38.63,693466.5,44.43,359638
2017-01-03 09:00:00,57.18,29168.6,34.63,42.54,54.33,40.48,"38.48",21.34,34.32,38.59,47.41,32.84,54.46,47.51,38.83,26.35,44.02,38.63,693466.5,44.43,359638
2017-01-03 10:00:00,52.27,29904.5,34.63,42.54,54.33,40.48,"38.48",21.34,34.32,38.59,47.41,32.84,54.46,47.51,38.83,26.35,44.02,38.63,693466.5,44.43,359638
2017-01-03 11:00:00,49.94,30643.9,34.63,42.54,54.33,40.48,"38.48",21.34,34.32,38.59,47.41,32.84,54.46,47.51,38.83,26.35,44.02,38.63,693466.5,44.43,359638
2017-01-03 12:00:00,46.3,29795.1,34.63,42.54,54.33,40.48,"38.48",21.34,34.32,38.59,47.41,32.84,54.46,47.51,38.83,26.35,44.02,38.63,693466.5,44.43,359638
2017-01-03 13:00:00,41.51,29796.6,34.63,42.54,54.33,40.48,"38.48",21.34,34.32,38.59,47.41,32.84,54.46,47.51,38.83,26.35,44.02,38.63,693466.5,44.43,359638
2017-01-03 14:00:00,37.08,30051.4,34.63,42.54,54.33,40.48,"38.48",21.34,34.32,38.59,47.41,32.84,54.46,47.51,38.83,26.35,44.02,38.63,693466.5,44.43,359638
2017-01-03 15:00:00,37.03,29768,34.63,42.54,54.33,40.48,"38.48",21.34,34.32,38.59,47.41,32.84,54.46,47.51,38.83,26.35,44.02,38.63,693466.5,44.43,359638
2017-01-03 16:00:00,39.08,29366.5,34.63,42.54,54.33,40.48,"38.48",21.34,34.32,38.59,47.41,32.84,54.46,47.51,38.83,26.35,44.02,38.63,693466.5,44.43,359638
2017-01-03 17:00:00,42.14,29954.5,34.63,42.54,54.33,40.48,"38.48",21.34,34.32,38.59,47.41,32.84,54.46,47.51,38.83,26.35,44.02,38.63,693466.5,44.43,359638
2017-01-03 18:00:00,36.67,31166.5,34.63,42.54,54.33,40.48,"38.48",21.34,34.32,38.59,47.41,32.84,54.46,47.51,38.83,26.35,44.02,38.63,693466.5,44.43,359638
2017-01-03 19:00:00,36.03,31960.2,34.63,42.54,54.33,40.48,"38.48",21.34,34.32,38.59,47.41,32.84,54.46,47.51,38.83,26.35,44.02,38.63,693466.5,44.43,359638
2017-01-03 20:00:00,33.55,32555.1,34.63,42.54,54.33,40.48,"38.48",21.34,34.32,38.59,47.41,32.84,54.46,47.51,38.83,26.35,44.02,38.63,693466.5,44.43,359638
2017-01-03 21:00:00,24.56,31948.8,34.63,42.54,54.33,40.48,"38.48",21.34,34.32,38.59,47.41,32.84,54.46,47.51,38.83,26.35,44.02,38.63,693466.5,44.43,359638
2017-01-03 22:00:00,17.77,31040.7,34.63,42.54,54.33,40.48,"38.48",21.34,34.32,38.59,47.41,32.84,54.46,47.51,38.83,26.35,44.02,38.63,693466.5,44.43,359638
2017-01-03 23:00:00,9.49,32207.1,34.63,42.54,54.33,40.48,"38.48",21.34,34.32,38.59,47.41,32.84,54.46,47.51,38.83,26.35,44.02,38.63,693466.5,44.43,359638
2017-01-04 00:00:00,8.5,34734.9,-0.73,13.31,34.14,35.79,"45.34",34.49,1.28,6.29,34.96,15.69,27.71,34.82,38.93,39.3,35.25,27.05,760736.1,38.42,372521.5
2017-01-04 01:00:00,-0.05,34836.1,-0.73,13.31,34.14,35.79,"45.34",34.49,1.28,6.29,34.96,15.69,27.71,34.82,38.93,39.3,35.25,27.05,760736.1,38.42,372521.5
2017-01-04 02:00:00,-6.27,35052.6,-0.73,13.31,34.14,35.79,"45.34",34.49,1.28,6.29,34.96,15.69,27.71,34.82,38.93,39.3,35.25,27.05,760736.1,38.42,372521.5
2017-01-04 03:00:00,-5.09,35295.4,-0.73,13.31,34.14,35.79,"45.34",34.49,1.28,6.29,34.96,15.69,27.71,34.82,38.93,39.3,35.25,27.05,760736.1,38.42,372521.5
2017-01-04 04:00:00,0.06,35397,-0.73,13.31,34.14,35.79,"45.34",34.49,1.28,6.29,34.96,15.69,27.71,34.82,38.93,39.3,35.25,27.05,760736.1,38.42,372521.5
2017-01-04 05:00:00,10.55,34863.2,-0.73,13.31,34.14,35.79,"45.34",34.49,1.28,6.29,34.96,15.69,27.71,34.82,38.93,39.3,35.25,27.05,760736.1,38.42,372521.5
2017-01-04 06:00:00,10.98,32961.9,-0.73,13.31,34.14,35.79,"45.34",34.49,1.28,6.29,34.96,15.69,27.71,34.82,38.93,39.3,35.25,27.05,760736.1,38.42,372521.5
2017-01-04 07:00:00,31.63,32846.7,-0.73,13.31,34.14,35.79,"45.34",34.49,1.28,6.29,34.96,15.69,27.71,34.82,38.93,39.3,35.25,27.05,760736.1,38.42,372521.5
2017-01-04 08:00:00,34.94,33065.5,-0.73,13.31,34.14,35.79,"45.34",34.49,1.28,6.29,34.96,15.69,27.71,34.82,38.93,39.3,35.25,27.05,760736.1,38.42,372521.5
2017-01-04 09:00:00,33.27,33240.6,-0.73,13.31,34.14,35.79,"45.34",34.49,1.28,6.29,34.96,15.69,27.71,34.82,38.93,39.3,35.25,27.05,760736.1,38.42,372521.5
2017-01-04 10:00:00,33.52,34046.1,-0.73,13.31,34.14,35.79,"45.34",34.49,1.28,6.29,34.96,15.69,27.71,34.82,38.93,39.3,35.25,27.05,760736.1,38.42,372521.5
2017-01-04 11:00:00,34.81,34046.1,-0.73,13.31,34.14,35.79,"45.34",34.49,1.28,6.29,34.96,15.69,27.71,34.82,38.93,39.3,35.25,27.05,760736.1,38.42,372521.5
2017-01-04 12:00:00,35.08,33442.8,-0.73,13.31,34.14,35.79,"45.34",34.49,1.28,6.29,34.96,15.69,27.71,34.82,38.93,39.3,35.25,27.05,760736.1,38.42,372521.5
2017-01-04 13:00:00,35.88,32138.9,-0.73,13.31,34.14,35.79,"45.34",34.49,1.28,6.29,34.96,15.69,27.71,34.82,38.93,39.3,35.25,27.05,760736.1,38.42,372521.5
2017-01-04 14:00:00,36.03,30859.1,-0.73,13.31,34.14,35.79,"45.34",34.49,1.28,6.29,34.96,15.69,27.71,34.82,38.93,39.3,35.25,27.05,760736.1,38.42,372521.5
2017-01-04 15:00:00,36.17,29211.2,-0.73,13.31,34.14,35.79,"45.34",34.49,1.28,6.29,34.96,15.69,27.71,34.82,38.93,39.3,35.25,27.05,760736.1,38.42,372521.5
2017-01-04 16:00:00,36.58,28201.7,-0.73,13.31,34.14,35.79,"45.34",34.49,1.28,6.29,34.96,15.69,27.71,34.82,38.93,39.3,35.25,27.05,760736.1,38.42,372521.5
2017-01-04 17:00:00,46.95,28573.4,-0.73,13.31,34.14,35.79,"45.34",34.49,1.28,6.29,34.96,15.69,27.71,34.82,38.93,39.3,35.25,27.05,760736.1,38.42,372521.5
2017-01-04 18:00:00,49.45,28104.9,-0.73,13.31,34.14,35.79,"45.34",34.49,1.28,6.29,34.96,15.69,27.71,34.82,38.93,39.3,35.25,27.05,760736.1,38.42,372521.5
2017-01-04 19:00:00,48.37,27591.2,-0.73,13.31,34.14,35.79,"45.34",34.49,1.28,6.29,34.96,15.69,27.71,34.82,38.93,39.3,35.25,27.05,760736.1,38.42,372521.5
2017-01-04 20:00:00,38.02,28767.6,-0.73,13.31,34.14,35.79,"45.34",34.49,1.28,6.29,34.96,15.69,27.71,34.82,38.93,39.3,35.25,27.05,760736.1,38.42,372521.5
2017-01-04 21:00:00,34.55,28124.8,-0.73,13.31,34.14,35.79,"45.34",34.49,1.28,6.29,34.96,15.69,27.71,34.82,38.93,39.3,35.25,27.05,760736.1,38.42,372521.5
2017-01-04 22:00:00,33.33,27526.6,-0.73,13.31,34.14,35.79,"45.34",34.49,1.28,6.29,34.96,15.69,27.71,34.82,38.93,39.3,35.25,27.05,760736.1,38.42,372521.5
2017-01-04 23:00:00,32.05,27807.8,-0.73,13.31,34.14,35.79,"45.34",34.49,1.28,6.29,34.96,15.69,27.71,34.82,38.93,39.3,35.25,27.05,760736.1,38.42,372521.5
2017-01-05 00:00:00,36.07,25824.3,33.59,40.53,53.82,51.82,"70.63",49.38,34.29,37.06,52.82,41.16,50.71,50.5,63.02,56.07,51.75,49.96,574638.7,58.76,292168.4
2017-01-05 01:00:00,36.32,25443.1,33.59,40.53,53.82,51.82,"70.63",49.38,34.29,37.06,52.82,41.16,50.71,50.5,63.02,56.07,51.75,49.96,574638.7,58.76,292168.4
2017-01-05 02:00:00,30.99,23105.7,33.59,40.53,53.82,51.82,"70.63",49.38,34.29,37.06,52.82,41.16,50.71,50.5,63.02,56.07,51.75,49.96,574638.7,58.76,292168.4
2017-01-05 03:00:00,30.97,22592.3,33.59,40.53,53.82,51.82,"70.63",49.38,34.29,37.06,52.82,41.16,50.71,50.5,63.02,56.07,51.75,49.96,574638.7,58.76,292168.4
2017-01-05 04:00:00,35.64,23925.3,33.59,40.53,53.82,51.82,"70.63",49.38,34.29,37.06,52.82,41.16,50.71,50.5,63.02,56.07,51.75,49.96,574638.7,58.76,292168.4
2017-01-05 05:00:00,35.73,23696.9,33.59,40.53,53.82,51.82,"70.63",49.38,34.29,37.06,52.82,41.16,50.71,50.5,63.02,56.07,51.75,49.96,574638.7,58.76,292168.4
2017-01-05 06:00:00,39.03,23450.7,33.59,40.53,53.82,51.82,"70.63",49.38,34.29,37.06,52.82,41.16,50.71,50.5,63.02,56.07,51.75,49.96,574638.7,58.76,292168.4
2017-01-05 07:00:00,51.7,23869.6,33.59,40.53,53.82,51.82,"70.63",49.38,34.29,37.06,52.82,41.16,50.71,50.5,63.02,56.07,51.75,49.96,574638.7,58.76,292168.4
2017-01-05 08:00:00,57.98,23766.9,33.59,40.53,53.82,51.82,"70.63",49.38,34.29,37.06,52.82,41.16,50.71,50.5,63.02,56.07,51.75,49.96,574638.7,58.76,292168.4
2017-01-05 09:00:00,54.11,24739.3,33.59,40.53,53.82,51.82,"70.63",49.38,34.29,37.06,52.82,41.16,50.71,50.5,63.02,56.07,51.75,49.96,574638.7,58.76,292168.4
2017-01-05 10:00:00,53.13,25494.3,33.59,40.53,53.82,51.82,"70.63",49.38,34.29,37.06,52.82,41.16,50.71,50.5,63.02,56.07,51.75,49.96,574638.7,58.76,292168.4
2017-01-05 11:00:00,50.06,25979,33.59,40.53,53.82,51.82,"70.63",49.38,34.29,37.06,52.82,41.16,50.71,50.5,63.02,56.07,51.75,49.96,574638.7,58.76,292168.4
2017-01-05 12:00:00,49.97,26347.6,33.59,40.53,53.82,51.82,"70.63",49.38,34.29,37.06,52.82,41.16,50.71,50.5,63.02,56.07,51.75,49.96,574638.7,58.76,292168.4
2017-01-05 13:00:00,48.84,26029.4,33.59,40.53,53.82,51.82,"70.63",49.38,34.29,37.06,52.82,41.16,50.71,50.5,63.02,56.07,51.75,49.96,574638.7,58.76,292168.4
2017-01-05 14:00:00,50.99,24899.4,33.59,40.53,53.82,51.82,"70.63",49.38,34.29,37.06,52.82,41.16,50.71,50.5,63.02,56.07,51.75,49.96,574638.7,58.76,292168.4
2017-01-05 15:00:00,57.48,22998.4,33.59,40.53,53.82,51.82,"70.63",49.38,34.29,37.06,52.82,41.16,50.71,50.5,63.02,56.07,51.75,49.96,574638.7,58.76,292168.4
2017-01-05 16:00:00,69.7,23515.3,33.59,40.53,53.82,51.82,"70.63",49.38,34.29,37.06,52.82,41.16,50.71,50.5,63.02,56.07,51.75,49.96,574638.7,58.76,292168.4
2017-01-05 17:00:00,73.92,22734.8,33.59,40.53,53.82,51.82,"70.63",49.38,34.29,37.06,52.82,41.16,50.71,50.5,63.02,56.07,51.75,49.96,574638.7,58.76,292168.4
2017-01-05 18:00:00,73.76,23145,33.59,40.53,53.82,51.82,"70.63",49.38,34.29,37.06,52.82,41.16,50.71,50.5,63.02,56.07,51.75,49.96,574638.7,58.76,292168.4
2017-01-05 19:00:00,65.15,22519,33.59,40.53,53.82,51.82,"70.63",49.38,34.29,37.06,52.82,41.16,50.71,50.5,63.02,56.07,51.75,49.96,574638.7,58.76,292168.4
2017-01-05 20:00:00,64.24,24138.8,33.59,40.53,53.82,51.82,"70.63",49.38,34.29,37.06,52.82,41.16,50.71,50.5,63.02,56.07,51.75,49.96,574638.7,58.76,292168.4
2017-01-05 21:00:00,43.09,22417.8,33.59,40.53,53.82,51.82,"70.63",49.38,34.29,37.06,52.82,41.16,50.71,50.5,63.02,56.07,51.75,49.96,574638.7,58.76,292168.4
2017-01-05 22:00:00,53.11,23249.9,33.59,40.53,53.82,51.82,"70.63",49.38,34.29,37.06,52.82,41.16,50.71,50.5,63.02,56.07,51.75,49.96,574638.7,58.76,292168.4
2017-01-05 23:00:00,37.08,20755.9,33.59,40.53,53.82,51.82,"70.63",49.38,34.29,37.06,52.82,41.16,50.71,50.5,63.02,56.07,51.75,49.96,574638.7,58.76,292168.4
2017-01-06 00:00:00,40.84,18901.4,41.43,44.68,59.42,51.97,"60.09",39.74,41.6,43.06,55.69,41.95,53.7,55.16,56.85,46.15,54.27,49.55,578493.4,57.16,314276
2017-01-06 01:00:00,41.15,20353.4,41.43,44.68,59.42,51.97,"60.09",39.74,41.6,43.06,55.69,41.95,53.7,55.16,56.85,46.15,54.27,49.55,578493.4,57.16,314276
2017-01-06 02:00:00,43.77,20842.7,41.43,44.68,59.42,51.97,"60.09",39.74,41.6,43.06,55.69,41.95,53.7,55.16,56.85,46.15,54.27,49.55,578493.4,57.16,314276
2017-01-06 03:00:00,39.97,20446.9,41.43,44.68,59.42,51.97,"60.09",39.74,41.6,43.06,55.69,41.95,53.7,55.16,56.85,46.15,54.27,49.55,578493.4,57.16,314276
2017-01-06 04:00:00,40.81,21180.6,41.43,44.68,59.42,51.97,"60.09",39.74,41.6,43.06,55.69,41.95,53.7,55.16,56.85,46.15,54.27,49.55,578493.4,57.16,314276
2017-01-06 05:00:00,43.04,22297.5,41.43,44.68,59.42,51.97,"60.09",39.74,41.6,43.06,55.69,41.95,53.7,55.16,56.85,46.15,54.27,49.55,578493.4,57.16,314276
2017-01-06 06:00:00,45.37,24426.4,41.43,44.68,59.42,51.97,"60.09",39.74,41.6,43.06,55.69,41.95,53.7,55.16,56.85,46.15,54.27,49.55,578493.4,57.16,314276
2017-01-06 07:00:00,49.49,25586.8,41.43,44.68,59.42,51.97,"60.09",39.74,41.6,43.06,55.69,41.95,53.7,55.16,56.85,46.15,54.27,49.55,578493.4,57.16,314276
2017-01-06 08:00:00,59.92,24410.5,41.43,44.68,59.42,51.97,"60.09",39.74,41.6,43.06,55.69,41.95,53.7,55.16,56.85,46.15,54.27,49.55,578493.4,57.16,314276
2017-01-06 09:00:00,60,26606.9,41.43,44.68,59.42,51.97,"60.09",39.74,41.6,43.06,55.69,41.95,53.7,55.16,56.85,46.15,54.27,49.55,578493.4,57.16,314276
2017-01-06 10:00:00,60.04,27104.4,41.43,44.68,59.42,51.97,"60.09",39.74,41.6,43.06,55.69,41.95,53.7,55.16,56.85,46.15,54.27,49.55,578493.4,57.16,314276
2017-01-06 11:00:00,57.7,27142.9,41.43,44.68,59.42,51.97,"60.09",39.74,41.6,43.06,55.69,41.95,53.7,55.16,56.85,46.15,54.27,49.55,578493.4,57.16,314276
2017-01-06 12:00:00,52.86,27187.8,41.43,44.68,59.42,51.97,"60.09",39.74,41.6,43.06,55.69,41.95,53.7,55.16,56.85,46.15,54.27,49.55,578493.4,57.16,314276
2017-01-06 13:00:00,50.05,27360.8,41.43,44.68,59.42,51.97,"60.09",39.74,41.6,43.06,55.69,41.95,53.7,55.16,56.85,46.15,54.27,49.55,578493.4,57.16,314276
2017-01-06 14:00:00,50.94,26849.7,41.43,44.68,59.42,51.97,"60.09",39.74,41.6,43.06,55.69,41.95,53.7,55.16,56.85,46.15,54.27,49.55,578493.4,57.16,314276
2017-01-06 15:00:00,54.04,25420.8,41.43,44.68,59.42,51.97,"60.09",39.74,41.6,43.06,55.69,41.95,53.7,55.16,56.85,46.15,54.27,49.55,578493.4,57.16,314276
2017-01-06 16:00:00,57.52,25832.8,41.43,44.68,59.42,51.97,"60.09",39.74,41.6,43.06,55.69,41.95,53.7,55.16,56.85,46.15,54.27,49.55,578493.4,57.16,314276
2017-01-06 17:00:00,64.91,26355.7,41.43,44.68,59.42,51.97,"60.09",39.74,41.6,43.06,55.69,41.95,53.7,55.16,56.85,46.15,54.27,49.55,578493.4,57.16,314276
