,0,1,2,3,4,5,6,7
48,3438.6136779329645,3324.0769182894414,3206.2535709163767,3231.1214383848705,2846.2608879122727,1501.7216410999301,3225.220234345227,1622.5679941704882
49,3438.6147528719775,3324.287556320596,3202.6116898871974,3225.5530467351355,2846.2387038350857,1501.2251189025285,3221.2184159324406,1623.4131181665275
50,3438.6158309981315,3324.4950131844394,3199.059414459156,3220.1005353885635,2846.2166822897284,1500.7169148581092,3217.2659099781667,1624.2276350000466
51,3438.6169042280303,3324.698748746383,3195.5934576173263,3214.7600475589397,2846.194931001344,1500.1974881853182,3213.363203539922,1625.013144026127
52,3438.6179665494988,3324.8983922833136,3192.210543185449,3209.5276618064017,2846.173528165976,1499.6673123278508,3209.510405769681,1625.7711283675164
53,3438.6190135591,3325.0937039857936,3188.9074407491717,3204.3994539916876,2846.1525290900863,1499.1268672310935,3205.707331083227,1626.502968424372
54,3438.6200421012604,3325.284544884743,3185.6809903305734,3199.371542499601,2846.131971372351,1498.5766334367247,3201.9535651354404,1627.209953158903
55,3438.6210499867157,3325.4708533584535,3182.528119312122,3194.4401206922603,2846.111878948779,1498.0170876073919,3198.2485172163956,1627.8932895845123
56,3438.622035772719,3325.652626779907,3179.44585352292,3189.6014796402624,2846.092265250198,1497.4486991734307,3194.5914619057603,1628.5541107988524
57,3438.622998591499,3325.829907183524,3176.431323959602,3184.8520234829093,2846.073135667137,1496.8719278577335,3190.981572222676,1629.1934828355163
58,3438.623938016297,3326.00277007387,3173.481770261042,3180.188279220378,2846.054489473651,1496.2872218859202,3187.4179460258465,1629.8124105488953
59,3438.6248539569224,3326.1713156943474,3170.5945418012457,3175.6069023314085,2846.036321328318,1495.6950167302507,3183.899627055845,1630.4118427077078
60,3438.6257465780695,3326.335662219957,3167.7670970494223,3171.104679277033,2846.0186224450026,1495.0957342671059,3180.425621708568,1630.992676435688
61,3438.6266162357692,3326.4959404574734,3164.997001698356,3166.6785277111667,2846.001381505076,1494.4897822544458,3176.994912408828,1631.555761110457
62,3438.627463427743,3326.6522897263017,3162.2819259335865,3162.325495019215,2845.9845853676925,1493.8775540550241,3173.606468264588,1632.1019018105978
63,3438.628288754795,3326.804854664469,3159.619641130709,3158.042755664225,2845.9682196219123,1493.2594285477323,3170.2592535480376,1632.631862384108
64,3438.62909289071,3326.953782759562,3157.008016188846,3153.8276076995853,2845.952269015023,1492.6357701814363,3166.9522344302372,1633.146368195464
65,3438.629876558956,3327.099222448452,3154.4450136612654,3149.677468725754,2845.936717784117,1492.0069291362124,3163.684384315392,1633.646108599254
66,3438.630640514569,3327.2413216622126,3151.9286857972775,3145.5898714945474,2845.9215499116112,1491.3732415637674,3160.4546880448147,1634.1317391823256
67,3438.631385530191,3327.3802267205538,3149.457170579923,3141.5624593178145,2845.906749321505,1490.7350298860324,3157.2621451903174,1634.6038838015616
