,0,1,2,3,4,5
27,13760.475379623624,69810.44600766074,73963.4024554031,73850.19920261837,27780.356567445713,54408.33358128026
28,13799.08641593301,69532.33682578521,74207.68801759245,74096.41900174954,28512.76480424758,54333.996519108536
29,13839.387855245926,69373.69707125553,74454.9214442856,74343.46591061684,29153.101876835255,54389.58393002067
30,13873.596714173827,69291.30247340663,74662.12155034218,74545.12012452664,29590.46928231723,54448.277313411374
31,13899.21175593597,69246.00433955598,74820.70030906895,74690.3512434607,29833.691567047623,54482.27221145822
32,13917.4422835941,69219.69106115546,74947.36378193068,74794.5765631106,29927.844138836408,54486.88100229621
33,13931.150042776571,69204.17331791802,75060.46835965742,74875.09661981714,29924.730020106665,54465.00004962325
34,13943.368981218013,69195.234239278,75173.05338606093,74943.63568211213,29877.80036139203,54429.602256284605
35,13955.891402094678,69190.67150329564,75293.49991808187,75007.00127374788,29838.513214321552,54402.61165189991
36,13968.097901289948,69189.65863680874,75427.01976029354,75068.8221317535,29829.23003075364,54402.685938059054
37,13977.818425979596,69192.43179301896,75576.35334214274,75130.58167721721,29839.182716105326,54424.68547544197
38,13983.819701231678,69200.01674199587,75741.95164904866,75192.18999434485,29848.539175338417,54452.41922420496
39,13987.034212711927,69213.73936966363,75921.99289780605,75252.04896482805,29854.580236703965,54476.39640331499
40,13988.614968914524,69234.51983880984,76112.79249813003,75306.99320490696,29857.583309857902,54492.446980394976
41,13989.36791536479,69262.33068445574,76309.63143493258,75352.58560815254,29858.90940727818,54501.01456617393
42,13989.727453560497,69296.17880389371,76507.4441507163,75383.73116382472,29859.51379101416,54504.15152079363
43,13989.899968606896,69334.45713727495,76701.07224085838,75395.39291271481,29859.844085393248,54503.738974961605
44,13989.980394240514,69375.24720080096,76885.28319024529,75383.45060041136,29860.07817682121,54500.92538518903
45,13990.013310216069,69416.45549076721,77054.9312916361,75345.86890590271,29860.286957810993,54496.2953803034
46,13990.020282205065,69455.93004132167,77205.52926621314,75284.00839571313,29860.50214933866,54490.23207278474
47,13990.011880917438,69491.69468748252,77334.13467053969,75203.30929819739,29860.736008737647,54483.17412211137
48,13989.993454128882,69522.269317455,77440.03588033102,75112.38204344071,29860.98603853085,54475.68611029136
49,13989.96818164811,69546.90401175404,77524.72157349094,75020.50299152955,29861.238952261934,54468.37935384298
50,13989.938632007495,69565.59574684988,77591.15009691661,74934.97169312222,29861.476973727862,54461.7748383089
51,13989.90731995527,69578.909715169,77642.81212757665,74859.87519530086,29861.68457577612,54456.20376311709
52,13989.876642080219,69587.72209013767,77683.03389841605,74796.42651336854,29861.852774956013,54451.789753304045
53,13989.848572697252,69592.99102232189,77714.63768777729,74744.01568615422,29861.979810119043,54448.49361043166
54,13989.824422483873,69595.60561087081,77739.86059218302,74701.19434290672,29862.06927765266,54446.17877538825
55,13989.804788544223,69596.31316513523,77760.40298692511,74666.31167092899,29862.12754533707,54444.668573256924
56,13989.789670257633,69595.70191095816,77777.52257666609,74637.83461334447,29862.161644832835,54443.78498824189
57,13989.778662649524,69594.2140718721,77792.13258288798,74614.46834891739,29862.178002186556,54443.36977323029
58,13989.771149355087,69592.17113079938,77804.8875557928,74595.17358286433,29862.181888095332,54443.292720798505
59,13989.766452974447,69589.80085991544,77816.25238484798,74579.1395659082,29862.177330422037,54443.452188160496
60,13989.763931842539,69587.26131320503,77826.55523932655,74565.74343408029,29862.167259547165,54443.77178074843
61,13989.763030171749,69584.66021816451,77836.02698049918,74554.50981020105,29862.153733793777,54444.195683561564
62,13989.7632950306,69582.06979015778,77844.82990176839,74545.07598284673,29862.138162703563,54444.68399556416
63,13989.76437334388,69579.53762874547,77853.07837103093,74537.16391429101,29862.121493939678,54445.208676079776
64,13989.765999001896,69577.09451215582,77860.85348542877,74530.55861558278,29862.104356244974,54445.75028623071
