,0,1,2,3,4,5
0,15097.115585009271,71492.13045245588,73163.01278934613,72377.79894937451,17210.06380558619,70879.53075457634
1,15048.611181429715,71818.28278978898,73024.02573495357,72481.71311849312,17890.78627177875,70923.16637109486
2,15003.545338160311,72135.5627764092,72973.89415137492,72684.92195602143,18115.211611813957,70455.92267932171
3,14966.342930209139,72393.54029786785,72938.80239177884,72797.61346213137,18115.152151061975,69946.66229097288
4,14931.763383243626,72476.991841368,72915.19047269023,72829.22275035083,18076.315885300246,69565.81594017288
5,14895.805407793268,72486.3271483931,72904.79160024507,72837.68611927908,18080.432934870754,69214.12887612855
6,14856.076556070144,72470.30531692547,72902.79731347266,72840.77541046783,18116.686076830276,68832.43968384546
7,14810.591241718217,72443.96268847611,72905.31211653362,72843.04294224577,18174.005934811412,68396.96247423618
8,14756.992806527445,72412.21081689565,72910.47488756006,72845.85087498373,18251.273987898185,67896.15755596462
9,14692.162048556855,72376.66275129335,72917.58658075827,72849.73837389513,18353.856360716472,67324.38596625223
10,14612.056051338457,72337.74439007367,72926.4873954513,72855.03039418509,18492.29588648544,66681.32866828165
11,14512.077915607302,72295.40193082031,72937.25807082363,72862.00863196808,18682.98892552187,65973.05436843676
12,14388.866988141723,72249.3337996966,72950.091081043,72870.96075430655,18948.60354238227,65212.852155697445
13,14244.45426201173,72199.04692398498,72965.23858841923,72882.19528833266,19314.218777616883,64420.551997833754
14,14090.986574812645,72143.84330238028,72982.99600004654,72896.05015166092,19795.013898479083,63619.651723034905
15,13949.18034513566,72082.77527702479,73003.70559668612,72912.90572766327,20380.55587106301,62832.60802445964
16,13837.333435075356,72014.58124097172,73027.7758868241,72933.20820542076,21033.484887999643,62075.93738446338
17,13761.348721555729,71937.60136781832,73055.71839354678,72957.5086363824,21708.84249120737,61357.31159559299
18,13715.733408425673,71849.66460743228,73088.20678226209,72986.52393889378,22374.17187484943,60675.43944168096
19,13691.012640167006,71747.92712428214,73126.161505339,73021.2235030691,23014.133953935663,60021.544119611484
20,13679.141635830207,71628.63390654414,73170.86380280757,73062.94541992605,23625.314256314832,59381.05698178993
21,13675.030054735244,71486.78153317033,73224.11355485875,73113.55694815132,24211.104903450345,58735.009697975496
22,13676.100171989785,71315.70056646639,73288.45995383213,73175.68852232033,24779.115150183057,58061.25721322324
23,13681.482984076627,71106.73079377154,73367.54416508539,73253.08123731325,25339.902132625866,57336.639290595784
24,13691.426997454912,70849.70477304772,73466.5855531555,73351.08035079957,25905.99603055025,56543.8256069549
25,13706.949434549095,70536.60727885352,73592.9359773681,73477.19793051494,26490.93094766501,55694.074871776065
26,13729.533712016151,70174.30359961913,73756.00667452201,73641.02735088623,27109.017138968546,54892.65206764378
