,0,1,2,3,4,5,6
20,3325.22517872231,3156.2178381390363,3371.500121962407,1665.3863166566737,4364.4605679193555,6163.488958762382,1488.3469158941027
21,3350.0143630382477,3125.652606502177,3324.6502556286314,1645.7221765657687,3651.6294289857033,5645.259728577638,1504.295309277449
22,3381.0323140816995,3110.687468841812,3288.2755759096863,1634.1447178523931,3114.2821576765655,5108.307604363747,1517.6574301914918
23,3410.8827481792496,3108.384273124395,3260.861714156908,1627.4045787692678,2858.4241159448848,4581.686271055089,1528.9997505163672
24,3430.1518557639656,3115.124373109372,3239.7942469511386,1623.6226695660619,2778.439254348929,4103.002709770023,1538.1919558123325
25,3438.7258300562676,3126.9903059311873,3222.2612761286846,1621.691263505349,2779.162510685444,3733.9336678723666,1544.6804139654423
26,3441.076878206683,3140.828437304739,3206.3008112217162,1620.913730304307,2802.115841441888,3516.47886372557,1548.2675872801105
27,3440.8819498008697,3154.2333984574593,3190.9253506929854,1620.8333950202893,2819.7341779027006,3419.0771027840606,1549.4607872243294
28,3440.181618334835,3165.730155187267,3175.8955280528644,1621.1460496108796,2830.6226522351317,3378.925210519639,1549.088505066363
29,3439.5956833410232,3175.03632076755,3161.384624005559,1621.6556094387183,2836.81318816508,3361.030741623728,1547.8668117724408
30,3439.214786876589,3182.3657328961194,3147.538436127385,1622.2491406599497,2840.200358686394,3351.7694813162125,1546.2516906562046
31,3438.9913405596308,3188.002610334211,3134.4032405774465,1622.8662758095797,2842.0696494929834,3346.1315305073854,1544.4935370059095
32,3438.8649229799153,3192.20560628842,3121.9763559020794,1623.4750199255657,2843.150832473097,3342.220167895554,1542.7202976843805
33,3438.792698428868,3195.1982619614514,3110.237043649844,1624.0588548201008,2843.823421655912,3339.267616615793,1540.9935218802632
34,3438.7495066781266,3197.172268042235,3099.15773905303,1624.6103773238763,2844.277297673307,3336.9302195324417,1539.3398642229163
35,3438.7218298343364,3198.291321796483,3088.707813626636,1625.1277016077377,2844.6067161125716,3335.0326016052036,1537.7679357223333
36,3438.7027069531264,3198.694492710645,3078.855108883039,1625.6121422705605,2844.8593043421765,3333.471531150538,1536.2772428833046
37,3438.6885933357153,3198.4992730562612,3069.566835509294,1626.0666787749453,2845.0602069117526,3332.1781309805797,1534.862944883001
38,3438.677653965875,3197.8044209965433,3060.8102406285243,1626.4949724514959,2845.2236488192298,3331.102123303228,1533.5183882292508
39,3438.6688959415887,3196.692598729422,3052.5531294731886,1626.900775525924,2845.358403743443,3330.2047176990263,1532.236443724775
40,3438.6617433057245,3195.232775235222,3044.764261973659,1627.2876056291718,2845.470380339817,3329.45504624664,1531.0101893504748
41,3438.655832389026,3193.482368881502,3037.413638138502,1627.6585904754984,2845.5638631420575,3328.8281407262657,1529.8332334075224
42,3438.6509135446945,3191.489121961118,3030.472688583097,1628.0164155478305,2845.6421279930787,3328.3036344331326,1528.699840556436
43,3438.6468032888583,3189.292714888942,3023.9143877660263,1628.3633301224704,2845.7077652408507,3327.864841428476,1527.6049520438212
44,3438.6433601523786,3186.9261386168864,3017.713306649055,1628.7011833202696,2845.762863957898,3327.498057775045,1526.5441517918036
45,3438.640471734268,3184.4168497848073,3011.8456194730875,1629.0314730326436,2845.809127603281,3327.1920097581537,1525.5136075604953
46,3438.638047149879,3181.7877353708036,3006.2890769314267,1629.3553978340947,2845.8479536933496,3326.937409005591,1524.510003466978
47,3438.6360121841813,3179.0579133436167,3001.0229556462714,1629.6739065538598,2845.8804928265954,3326.726590285627,1523.530472646143
48,3438.634305895266,3176.243394096434,2996.0279917379107,1629.987742940983,2845.9076945774373,3326.5532155058677,1522.5725344942782
49,3438.632878070009,3173.357624958498,2991.2863044821725,1630.297484473966,2845.9303441938405,3326.412031631054,1521.6340384428431
50,3438.6316872340544,3170.4119373126714,2986.7813145684113,1630.603575262365,2845.9490923686726,3326.298672822865,1520.7131148116225
51,3438.6306990565313,3167.4159131194897,2982.497660308792,1630.906353453945,2845.9644795486347,3326.209498913697,1519.808132542252
52,3438.6298850551807,3164.377685070059,2978.42111420317,1631.206073762055,2845.9769558263583,3326.1414637044213,1518.9176632416202
53,3438.629221539461,3161.3041822959553,2974.538501556771,1631.502925792262,2845.986897219522,3326.092007698586,1518.0404508146873
54,3438.628688746273,3158.2013315544323,2970.8376222981215,1631.7970488236456,2845.994618981891,3326.0589708122475,1517.1753859384044
55,3438.6282701333307,3155.07422206935,2967.307176721629,1632.0885436441326,2846.0003864758,3326.040521374718,1516.321484663831
56,3438.627951801731,3151.9272407575477,2963.9366955803803,1632.3774819653333,2846.0044240436855,3326.0350983911476,1515.4778705022218
