,0,1,2,3,4,5,6
0,7266.620671451016,3761.397432654309,6749.848122885127,4588.06954134896,7466.8587301182415,6667.347910799685,1618.4883827220576
1,6894.231419934536,3723.5735223321667,6335.152889053252,4306.332052943305,7216.757060232357,6781.360508816387,1994.013467113289
2,6689.047034922284,3686.6513774433556,5933.679983915521,4185.429255113133,7315.021780156598,7216.40655426465,2165.0745455981287
3,6327.918250049977,3655.1910197985944,5273.955980866876,4106.717597092824,7493.792058782597,7791.575235569256,2014.4021302978183
4,5739.2310184980915,3644.9855590441757,4650.1095614703545,4045.0788194121574,7773.251024095994,8278.697826886792,1697.7065246974516
5,4836.115611879945,3661.022411611715,4364.188902159876,3977.044986660243,8136.746673209791,8620.055561723626,1424.0738552050134
6,3778.515296409491,3694.711960004968,4248.145585175836,3871.2043401599444,8433.238044298245,8917.119623939023,1253.8986760977932
7,3226.6235878736534,3739.3248282163304,4173.048808205533,3722.760430882575,8562.385119066932,9171.604091578814,1165.7395360746928
8,3116.3540595216355,3784.824420131964,4101.0308346389065,3545.607820494493,8561.240041490344,9344.298858382792,1133.0139221590293
9,3125.1628381307983,3819.632431675721,4029.6605968499102,3354.0676341937474,8474.67228050729,9407.716598307328,1135.1896495677697
10,3156.2607884732975,3835.7300055049686,3963.409643672587,3155.404941473848,8328.742419956803,9366.20522636807,1157.42157510198
11,3186.3062941265375,3829.153205373044,3904.1130223615824,2951.5685781118837,8139.109748472987,9240.999804427825,1189.958236108973
12,3211.2631669354023,3798.619309968727,3850.969614086294,2743.1604567292056,7913.894055407209,9051.396354109049,1227.209614493385
13,3231.5077984383956,3744.3084660005816,3801.5204099275434,2532.2344243824477,7655.65964033506,8810.784816764864,1266.4042659327583
14,3248.0735397630933,3667.6830760692387,3751.9210028106727,2324.5737133931934,7362.697659736493,8528.994638247814,1306.170976399219
15,3261.8931873169818,3572.7129609919334,3697.609844794064,2131.1280307411675,7029.43247556519,8213.650770798693,1345.3799426920878
16,3273.763158019025,3467.6208655008213,3635.4093236453277,1966.0538736478588,6646.458674773303,7869.305654187828,1382.5604864829377
17,3284.500191555956,3364.4693964153657,3566.2372881825486,1839.9080532145604,6200.841980232713,7496.072939705471,1416.1132972818434
18,3295.2358129918994,3274.8629491585802,3495.321170439554,1753.3510914061553,5677.52212467311,7090.115208020573,1444.9568549586475
19,3307.852349369399,3205.2093862778506,3428.9697551259333,1698.5407361629043,5063.764350651257,6646.611580117173,1468.8683437461104
