,0,1,2,3,4,5
0,0.043318730136909775,0.20019881285872163,0.28924825717949454,0.19155959369457992,0.07769714922069311,0.19797745690960133
1,0.042768630253544965,0.1943348472803882,0.3060354905924349,0.18689515761098743,0.08067481582197451,0.1892910584406711
2,0.04401691521019694,0.19103698140506725,0.31419077626271913,0.18642019285513944,0.07984839911024928,0.18448673515662883
3,0.045802153462579355,0.19125257043568658,0.3209913151073849,0.18912403996612598,0.07780529627136033,0.175024624756864
4,0.047366372713667115,0.1946398930495422,0.32755735565615024,0.19295354115039762,0.07590174326619628,0.16158109416404548
5,0.04868765077413427,0.19860749888334597,0.33422755233969487,0.19690810890145682,0.07437608350226006,0.14719310559910576
6,0.04994136717581767,0.20253935452633906,0.3407719431517182,0.2007702096907085,0.07299763347585829,0.13297949197955766
7,0.05122444106811811,0.20629420240786245,0.34701334890983837,0.2044458014355035,0.0716217865102421,0.11940041966843676
8,0.05259247913940326,0.20980545061607414,0.35283819258406696,0.20787242058682395,0.07017423581307818,0.10671722126055386
9,0.05410245789694328,0.21302620602823613,0.3581630946357887,0.21100219640936738,0.06859176006381895,0.09511428496584498
10,0.05582937419799597,0.2159231166773841,0.362928314406648,0.2138001833832399,0.06679699963441488,0.0847220117003184
11,0.05786961255958183,0.21847845235695373,0.36710080834134085,0.216246803164544,0.06469261705066086,0.0756117065269167
12,0.060328809646283774,0.22069230444030435,0.3706773598556271,0.21833987960955722,0.06217335221501955,0.0677882942332075
13,0.0632785264682066,0.22258258067749048,0.3736840327751199,0.2200943752966278,0.059169687047678395,0.06119079773487875
14,0.06668083369598533,0.2241824206248873,0.3761711822110356,0.22153946418708528,0.055722906678665717,0.05570319260233941
15,0.0703440836284447,0.22553581898947708,0.37820522054379246,0.22271367145255094,0.0520278522471785,0.05117335313855511
16,0.07399071156184896,0.2266928462639874,0.37985933266001376,0.22365937894160903,0.04836337131963876,0.04743435925290222
17,0.07738829735637955,0.22770578200491717,0.3812051377822175,0.22441786933159932,0.04496095769369635,0.04432195583118901
18,0.0804188280365454,0.22862704990383972,0.38230636864515855,0.22502553119497357,0.04193668064991262,0.04168554156956878
19,0.08306304897183099,0.22950963729373558,0.3832146925257449,0.22551129212079699,0.03930774604483851,0.039393583043051884
20,0.08535786019998706,0.23041082044415265,0.3839667951216656,0.22589475736455752,0.037035252686632575,0.037334514183006
21,0.08736414579418897,0.2314006972756563,0.3845805326800932,0.22618374747090655,0.03505650901238943,0.03541436776676614
22,0.08914882203693583,0.23257925270044208,0.3850460094198025,0.22636876990300545,0.033303288804261,0.033553857135553165
23,0.09077574575298908,0.23411137858253392,0.3853032104321972,0.22640947402005868,0.03171110927697873,0.03168908193524058
24,0.09230109846146144,0.23630231114323852,0.3851873096094446,0.2262020011863859,0.03022394658905872,0.029783333010412583
25,0.09377003622173814,0.23976109598300704,0.38430033711622896,0.22550317655659854,0.028798480484375926,0.02786687363805275
26,0.09521128837272451,0.24571249678292414,0.3817518584983379,0.22377905804152542,0.027414712606500517,0.026130585697986448
27,0.09662464975617042,0.25628146312354094,0.37594447316447266,0.22008554845052877,0.0261091103285893,0.02495475517669813
28,0.09795081874888288,0.27321986906077184,0.36572578671628636,0.21376183027695791,0.025000555356289273,0.024341139840811085
29,0.09904457734777171,0.2931727610751756,0.3534000929608579,0.20619965338111018,0.02411314892297325,0.02406976631210845
30,0.09983177731196521,0.3099158280047257,0.3429744647951022,0.1997862492094107,0.023426971551359522,0.02406470912743467
31,0.10035412308575307,0.32208398406630234,0.3353781596961839,0.1950677330520981,0.0229011086055997,0.02421489149406155
32,0.10069206566372521,0.33128228258497966,0.32964139695827505,0.1914518926007009,0.022470867951560367,0.024461494240759503
33,0.10092869341754147,0.3391396855412067,0.32476384921727974,0.18831968603728463,0.022070307202475135,0.024777778584212148
34,0.10112581361485591,0.3466742864074376,0.3201261273943205,0.18526817411342866,0.021672411004746015,0.025133187465211093
35,0.10130994798171161,0.3544612964758596,0.3153956485879061,0.18205134511559795,0.021308257459998245,0.025473504378925337
36,0.10147125529295688,0.3628299712345016,0.3104098140994605,0.17850696226938137,0.021031547194713115,0.025750449908986957
37,0.10158937463154873,0.37196081593674335,0.30511750221518813,0.17452080567407297,0.02085802004306493,0.025953481499380978
38,0.10165877455401667,0.38190383038906317,0.2995569073625706,0.17001745141774915,0.020763353969172546,0.026099682307428918
39,0.1016950822081001,0.3925782743970125,0.29384285909497115,0.1649686410819426,0.02071615078117629,0.026198992436799552
40,0.10171272804440037,0.4037787591335692,0.2881488189441922,0.15940576172104978,0.02069335084192888,0.026260581314860223
41,0.10172109121850163,0.41520731199844224,0.2826773443469854,0.15341808153920175,0.02068234881387821,0.02629382208299006
