,0,1,2,3,4,5,6,7
49,13989.021513074606,54269.31043974761,72064.66260822551,71340.37936993885,29867.013174222906,69393.99929049602,71620.60563905236,77896.4043290317
50,13989.022463294465,54269.55029265095,72054.87377605808,71332.21033495678,29867.007218656858,69393.86131171849,71611.62072644253,77895.09139712558
51,13989.023408962223,54269.78565382639,72045.28957339149,71324.21862234765,29867.00137592921,69393.70844435609,71602.83264438593,77893.81936236938
52,13989.024344839541,54270.01624325834,72035.90180143423,71316.39592231486,29866.99565667288,69393.54185421678,71594.2333761461,77892.58625973074
53,13989.025267092533,54270.241894989704,72026.7027415334,71308.73450859015,29866.990067688275,69393.3625585881,71585.81537956033,77891.39025741449
54,13989.026172976466,54270.462530502205,72017.68511264026,71301.22716947511,29866.984612825527,69393.17145328282,71577.57153926429,77890.2296407168
55,13989.027060590248,54270.67813793799,72008.84203441213,71293.86715045487,29866.97929367492,69392.9693341103,71569.49512639872,77889.10279882023
56,13989.027928684129,54270.88875589225,72000.16699500658,71286.64810612513,29866.974110106024,69392.75691397213,71561.57976436414,77888.00821389089
57,13989.02877651034,54271.094460770386,71991.65382278764,71279.56405963654,29866.96906068713,69392.5348365046,71553.81939948488,77886.94445202219
58,13989.029603705587,54271.295356934905,71983.29666132054,71272.60936823131,29866.964143015237,69392.30368701203,71546.2082756814,77885.91015562753
59,13989.030410200514,54271.49156903749,71975.08994713581,71265.77869373634,29866.959353970487,69392.0640012491,71538.7409124165,77884.9040369996
60,13989.031196147664,54271.683236049364,71967.02838984654,71259.06697712048,29866.95468991694,69391.81627251391,71531.41208535398,77883.924872805
61,13989.03196186657,54271.8705066331,71959.10695427387,71252.46941638122,29866.950146856623,69391.56095739326,71524.21680925324,77882.97149933201
62,13989.032707800081,54272.05353555776,71951.3208442881,71245.98144720118,29866.94572055088,69391.2984804503,71517.1503227321,77882.04280834542
63,13989.03343448086,54272.23248093027,71943.66548814198,71239.59872589234,29866.941406613525,69391.02923805965,71510.2080746029,77881.1377434482
64,13989.034142504803,54272.40750206985,71936.13652509156,71233.31711426776,29866.937200582448,69390.75360157463,71503.38571153066,77880.25529685471
65,13989.034832511188,54272.5787578837,71928.72979314085,71227.13266613088,29866.933097975678,69390.47191995068,71496.67906682452,77879.39450649053
66,13989.035505166361,54272.746405631224,71921.44131777973,71221.0416151364,29866.929094333165,69390.18452194224,71490.08415019802,77878.55445339886
67,13989.036161151764,54272.91060000008,71914.2673015912,71215.04036382721,29866.925185249645,69389.89171794933,71483.59713836898,77877.73425937266
