"Date","Y","Yhat"
2017-09-01,0.801564313537776,0.868469123381841
2017-09-01,0.802797274378994,0.875255097211672
2017-09-01,0.799709474947502,0.880310240974518
2017-09-01,0.798331219150019,0.884024824764624
2017-09-01,0.792099009806698,0.886760011041531
2017-09-01,0.794017022223714,0.88884587368766
2017-09-01,0.797172612004204,0.890592782388986
2017-09-01,0.799908663136421,0.892298286549178
2017-09-01,0.794128321037865,0.894225814479692
2017-09-01,0.793067629606808,0.895675410913892
2017-09-01,0.79305045698667,0.897956345138167
2017-09-01,0.793998261808829,0.900455088587157
2017-09-01,0.789799961259289,0.902686643157137
2017-09-01,0.789811746632694,0.904303160498616
2017-09-01,0.799689749396575,0.90545258667678
2017-09-01,0.807124031014542,0.906009131227327
2017-09-01,0.807156330419206,0.905954052687767
2017-09-01,0.810382853635944,0.905309545489557
2017-09-01,0.822164936489736,0.904413208837007
2017-09-01,0.822310765927326,0.903295142350578
2017-09-01,0.826621763188401,0.902090034034344
2017-09-01,0.821241132768157,0.900935783613498
2017-09-01,0.813776183177543,0.899973594503752
2017-09-01,0.815667164562685,0.899303566149244
2017-09-01,0.81702627804393,0.898887439429487
2017-09-01,0.826506012770783,0.898630295964736
2017-09-01,0.822451384472944,0.898519112768328
2017-09-01,0.819998367685607,0.898457483150117
2017-09-01,0.810373175491276,0.898376427982347
2017-09-01,0.811292196568027,0.898206836121595
2017-09-01,0.816139602416688,0.897838098415557
2017-09-01,0.811468345481994,0.897382920125367
2017-09-01,0.806210522077402,0.896839583598514
2017-09-01,0.808746051826855,0.89625539090837
2017-09-01,0.805240622651957,0.895683210468118
2017-09-01,0.804709303674827,0.895171451490918
2017-09-01,0.803344103847683,0.89477067412989
2017-09-01,0.809169297536479,0.894530306293467
2017-09-01,0.801861846892383,0.894461073140405
2017-09-01,0.798190223518196,0.894530612837898
2017-09-01,0.797512313708345,0.894704062191146
2017-09-01,0.79707118333871,0.894468105977131
2017-09-01,0.794468014917393,0.89502481582461
2017-09-01,0.795379527976072,0.895559495682189
2017-09-01,0.799256124938385,0.89580014210966
2017-09-01,0.802806529994506,0.895989158974944
2017-09-01,0.800782316800301,0.896155348540761
2017-09-01,0.801724788847078,0.896334480708778
2017-09-01,0.803748533166337,0.896562191161224
2017-09-01,0.822162440437873,0.896857185784964
2017-09-01,0.876469860005551,0.89728811607511
2017-09-01,0.869984914727459,0.897733726714794
2017-09-01,0.876458927515071,0.897940169213723
2017-09-01,0.880821597022214,0.898831681982394
2017-09-01,0.882031180023452,0.899773689356607
2017-09-01,0.880858580361193,0.900690437539263
2017-09-01,0.881857729397525,0.901507594451211
2017-09-01,0.891786236734309,0.902111294179882
2017-09-01,0.885943002495115,0.902510571051723
2017-09-01,0.876623257650551,0.902596044727299
2017-09-01,0.8775452764573,0.90237806006395
2017-09-01,0.875399989700388,0.901938124325907
2017-09-01,0.872150621921209,0.901360125395208
2017-09-01,0.875244593468407,0.900728531409984
2017-09-01,0.867804861404902,0.900128818215498
2017-09-01,0.862403371767542,0.899649307611637
2017-09-01,0.866731062842569,0.899373346168165
2017-09-01,0.871878817703087,0.899344307481099
2017-09-01,0.876866558906528,0.899510218948315
2017-09-01,0.880652669926015,0.899807236979312
2017-09-01,0.876642566089362,0.900950509372748
2017-09-01,0.876623684994853,0.901704647322718
2017-09-01,0.875243526913331,0.901780006002019
2017-09-01,0.884999662518079,0.901774617326858
2017-09-01,0.875545467632242,0.902334076965865
2017-09-01,0.873219713677279,0.902201682677989
2017-09-01,0.867815788779288,0.901962883367673
2017-09-01,0.867805752809003,0.901659952389643
2017-09-01,0.873091287084047,0.901335333101297
2017-09-01,0.867949613453334,0.901031735096474
2017-09-01,0.872135297414706,0.900792134393979
2017-09-01,0.861314462671804,0.900545660115676
2017-09-01,0.863313534478414,0.900485621441894
2017-09-01,0.870130402590553,0.900235723794685
2017-09-01,0.876339285254831,0.900108776640495
2017-09-01,0.874304572632437,0.899836370563554
2017-09-01,0.872147941389023,0.899343060701488
2017-09-01,0.879744037830018,0.898552015955565
2017-09-01,0.870244635334004,0.897383613923175
2017-09-01,0.875247079589029,0.895711785319626
2017-09-01,0.868771731801891,0.893397539413562
2017-09-01,0.870100876409655,0.890242842594487
2017-09-01,0.866716630041114,0.886044719369472
2017-09-01,0.865651250462489,0.880573685791145
2017-09-01,0.863629569132804,0.873564353813211
2017-09-01,0.864389831500184,0.864704172079422
2017-09-02,0.864561620298478,0.722674393637095
2017-09-02,0.874215936909872,0.728197021271848
2017-09-02,0.875679968232558,0.731920255399524
2017-09-02,0.876194969579102,0.73564589527345
2017-09-02,0.87444608950393,0.73798539496858
2017-09-02,0.877427970145284,0.739782864396018
2017-09-02,0.872105033914413,0.741297332649831
2017-09-02,0.870126669346839,0.742784046697934
2017-09-02,0.870918380643532,0.743766019069948
2017-09-02,0.867938066429709,0.746438951151269
2017-09-02,0.871076403237294,0.748419598822855
2017-09-02,0.872125618668145,0.750354068593538
2017-09-02,0.871070938045367,0.752116643709554
2017-09-02,0.868867688654632,0.753583331106546
2017-09-02,0.865523506717301,0.754631277683127
2017-09-02,0.860218063915743,0.755140214812092
2017-09-02,0.861317699353476,0.755089803025526
2017-09-02,0.860194680056828,0.754422325336454
